date,market,category,commodity,unit,price,H-date
10/15/2019,Al Tafilah,vegetables and fruits,Apples (red),KG,1.24,16/02/1441
10/15/2019,Al Tafilah,vegetables and fruits,Bananas,KG,0.68,16/02/1441
10/15/2019,Al Tafilah,vegetables and fruits,Cucumbers,KG,0.64,16/02/1441
10/15/2019,Al Tafilah,vegetables and fruits,Garlic,KG,2.18,16/02/1441
10/15/2019,Al Tafilah,vegetables and fruits,Onions,KG,0.42,16/02/1441
10/15/2019,Al Tafilah,vegetables and fruits,Spinach,KG,0.56,16/02/1441
10/15/2019,Al Tafilah,vegetables and fruits,Tomatoes,KG,0.3,16/02/1441
10/15/2019,Amman,cereals and tubers,Bread (pita),KG,0.32,16/02/1441
10/15/2019,Amman,cereals and tubers,Bulgur,KG,0.87,16/02/1441
10/15/2019,Amman,cereals and tubers,Pasta,300 G,0.34,16/02/1441
10/15/2019,Amman,cereals and tubers,Potatoes,KG,0.81,16/02/1441
10/15/2019,Amman,cereals and tubers,Rice (imported),KG,1.27,16/02/1441
10/15/2019,Amman,cereals and tubers,Wheat flour,1.5 KG,0.8,16/02/1441
10/15/2019,Amman,"meat, fish and eggs",Eggs,2 KG,2.23,16/02/1441
10/15/2019,Amman,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.92,16/02/1441
10/15/2019,Amman,"meat, fish and eggs",Meat (beef),KG,8.22,16/02/1441
10/15/2019,Amman,"meat, fish and eggs",Meat (chicken),KG,2.1,16/02/1441
10/15/2019,Amman,"meat, fish and eggs","Meat (chicken, whole)",KG,1.15,16/02/1441
10/15/2019,Amman,"meat, fish and eggs",Meat (lamb),KG,11,16/02/1441
10/15/2019,Amman,milk and dairy,Cheese (picon),160 G,0.72,16/02/1441
10/15/2019,Amman,milk and dairy,"Cheese (white, boiled)",KG,5.96,16/02/1441
10/15/2019,Amman,milk and dairy,Milk (pasteurized),L,1.09,16/02/1441
10/15/2019,Amman,milk and dairy,Milk (powder),0.8 KG,3.37,16/02/1441
10/15/2019,Amman,miscellaneous food,Salt (iodised),750 G,0.3,16/02/1441
10/15/2019,Amman,miscellaneous food,Sugar,KG,0.64,16/02/1441
10/15/2019,Amman,non-food,Fuel (gas),12.5 KG,7,16/02/1441
10/15/2019,Amman,non-food,Fuel (kerosene),L,0.6,16/02/1441
10/15/2019,Amman,non-food,Fuel (petrol-gasoline),L,0.77,16/02/1441
10/15/2019,Amman,oil and fats,Oil (olive),L,7.04,16/02/1441
10/15/2019,Amman,oil and fats,Oil (vegetable),1.8 L,1.75,16/02/1441
10/15/2019,Amman,pulses and nuts,"Beans (fava, dry)",KG,1.64,16/02/1441
10/15/2019,Amman,pulses and nuts,Chickpeas,KG,1.93,16/02/1441
10/15/2019,Amman,pulses and nuts,Lentils,KG,1.1,16/02/1441
10/15/2019,Amman,vegetables and fruits,Apples (red),KG,1.92,16/02/1441
10/15/2019,Amman,vegetables and fruits,Bananas,KG,0.87,16/02/1441
10/15/2019,Amman,vegetables and fruits,Cucumbers,KG,0.65,16/02/1441
10/15/2019,Amman,vegetables and fruits,Garlic,KG,3.52,16/02/1441
10/15/2019,Amman,vegetables and fruits,Onions,KG,0.67,16/02/1441
10/15/2019,Amman,vegetables and fruits,Oranges (big size),KG,1.83,16/02/1441
10/15/2019,Amman,vegetables and fruits,Spinach,KG,0.83,16/02/1441
10/15/2019,Amman,vegetables and fruits,Tomatoes,KG,0.46,16/02/1441
10/15/2019,Irbid,cereals and tubers,Bread (pita),KG,0.32,16/02/1441
10/15/2019,Irbid,cereals and tubers,Bulgur,KG,0.76,16/02/1441
10/15/2019,Irbid,cereals and tubers,Pasta,300 G,0.33,16/02/1441
10/15/2019,Irbid,cereals and tubers,Potatoes,KG,0.77,16/02/1441
10/15/2019,Irbid,cereals and tubers,Rice (imported),KG,1.29,16/02/1441
10/15/2019,Irbid,cereals and tubers,Wheat flour,1.5 KG,0.86,16/02/1441
10/15/2019,Irbid,"meat, fish and eggs",Eggs,2 KG,2.19,16/02/1441
10/15/2019,Irbid,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.94,16/02/1441
10/15/2019,Irbid,"meat, fish and eggs",Meat (beef),KG,8.49,16/02/1441
10/15/2019,Irbid,"meat, fish and eggs",Meat (chicken),KG,1.99,16/02/1441
10/15/2019,Irbid,"meat, fish and eggs","Meat (chicken, whole)",KG,1.09,16/02/1441
10/15/2019,Irbid,"meat, fish and eggs",Meat (lamb),KG,9.81,16/02/1441
10/15/2019,Irbid,milk and dairy,Cheese (picon),160 G,0.78,16/02/1441
10/15/2019,Irbid,milk and dairy,"Cheese (white, boiled)",KG,5.78,16/02/1441
10/15/2019,Irbid,milk and dairy,Milk (pasteurized),L,1.2,16/02/1441
10/15/2019,Irbid,milk and dairy,Milk (powder),0.8 KG,3.36,16/02/1441
10/15/2019,Irbid,miscellaneous food,Salt (iodised),750 G,0.25,16/02/1441
10/15/2019,Irbid,miscellaneous food,Sugar,KG,0.59,16/02/1441
10/15/2019,Irbid,non-food,Fuel (gas),12.5 KG,7,16/02/1441
10/15/2019,Irbid,non-food,Fuel (kerosene),L,0.6,16/02/1441
10/15/2019,Irbid,non-food,Fuel (petrol-gasoline),L,0.77,16/02/1441
10/15/2019,Irbid,oil and fats,Oil (olive),L,6.58,16/02/1441
10/15/2019,Irbid,oil and fats,Oil (vegetable),1.8 L,1.88,16/02/1441
10/15/2019,Irbid,pulses and nuts,"Beans (fava, dry)",KG,1.34,16/02/1441
10/15/2019,Irbid,pulses and nuts,Chickpeas,KG,1.68,16/02/1441
10/15/2019,Irbid,pulses and nuts,Lentils,KG,1.05,16/02/1441
10/15/2019,Irbid,vegetables and fruits,Apples (red),KG,1.5,16/02/1441
10/15/2019,Irbid,vegetables and fruits,Bananas,KG,0.87,16/02/1441
10/15/2019,Irbid,vegetables and fruits,Cucumbers,KG,0.66,16/02/1441
10/15/2019,Irbid,vegetables and fruits,Garlic,KG,2.46,16/02/1441
10/15/2019,Irbid,vegetables and fruits,Onions,KG,0.57,16/02/1441
10/15/2019,Irbid,vegetables and fruits,Oranges (big size),KG,1.52,16/02/1441
10/15/2019,Irbid,vegetables and fruits,Spinach,KG,0.47,16/02/1441
10/15/2019,Irbid,vegetables and fruits,Tomatoes,KG,0.32,16/02/1441
10/15/2019,Jarash,cereals and tubers,Bread (pita),KG,0.32,16/02/1441
10/15/2019,Jarash,cereals and tubers,Bulgur,KG,0.71,16/02/1441
10/15/2019,Jarash,cereals and tubers,Pasta,300 G,0.34,16/02/1441
10/15/2019,Jarash,cereals and tubers,Potatoes,KG,0.75,16/02/1441
10/15/2019,Jarash,cereals and tubers,Rice (imported),KG,1.3,16/02/1441
10/15/2019,Jarash,cereals and tubers,Wheat flour,1.5 KG,0.79,16/02/1441
10/15/2019,Jarash,"meat, fish and eggs",Eggs,2 KG,2.24,16/02/1441
10/15/2019,Jarash,"meat, fish and eggs","Fish (tuna, canned)",170 G,1,16/02/1441
10/15/2019,Jarash,"meat, fish and eggs",Meat (beef),KG,8.38,16/02/1441
10/15/2019,Jarash,"meat, fish and eggs",Meat (chicken),KG,1.8,16/02/1441
10/15/2019,Jarash,"meat, fish and eggs","Meat (chicken, whole)",KG,0.99,16/02/1441
10/15/2019,Jarash,"meat, fish and eggs",Meat (lamb),KG,9.88,16/02/1441
10/15/2019,Jarash,milk and dairy,Cheese (picon),160 G,0.83,16/02/1441
10/15/2019,Jarash,milk and dairy,"Cheese (white, boiled)",KG,6,16/02/1441
10/15/2019,Jarash,milk and dairy,Milk (pasteurized),L,1.2,16/02/1441
10/15/2019,Jarash,milk and dairy,Milk (powder),0.8 KG,3.34,16/02/1441
10/15/2019,Jarash,miscellaneous food,Salt (iodised),750 G,0.27,16/02/1441
10/15/2019,Jarash,miscellaneous food,Sugar,KG,0.65,16/02/1441
10/15/2019,Jarash,non-food,Fuel (gas),12.5 KG,7,16/02/1441
10/15/2019,Jarash,non-food,Fuel (kerosene),L,0.6,16/02/1441
10/15/2019,Jarash,non-food,Fuel (petrol-gasoline),L,0.77,16/02/1441
10/15/2019,Jarash,oil and fats,Oil (olive),L,6.44,16/02/1441
10/15/2019,Jarash,oil and fats,Oil (vegetable),1.8 L,1.71,16/02/1441
10/15/2019,Jarash,pulses and nuts,"Beans (fava, dry)",KG,1.41,16/02/1441
10/15/2019,Jarash,pulses and nuts,Chickpeas,KG,1.44,16/02/1441
10/15/2019,Jarash,pulses and nuts,Lentils,KG,0.89,16/02/1441
10/15/2019,Jarash,vegetables and fruits,Apples (red),KG,1.39,16/02/1441
10/15/2019,Jarash,vegetables and fruits,Bananas,KG,0.85,16/02/1441
10/15/2019,Jarash,vegetables and fruits,Cucumbers,KG,0.72,16/02/1441
10/15/2019,Jarash,vegetables and fruits,Garlic,KG,2.67,16/02/1441
10/15/2019,Jarash,vegetables and fruits,Onions,KG,0.59,16/02/1441
10/15/2019,Jarash,vegetables and fruits,Spinach,KG,0.51,16/02/1441
10/15/2019,Jarash,vegetables and fruits,Tomatoes,KG,0.35,16/02/1441
10/15/2019,Maan,cereals and tubers,Bread (pita),KG,0.32,16/02/1441
10/15/2019,Maan,cereals and tubers,Bulgur,KG,0.94,16/02/1441
10/15/2019,Maan,cereals and tubers,Pasta,300 G,0.34,16/02/1441
10/15/2019,Maan,cereals and tubers,Potatoes,KG,0.57,16/02/1441
10/15/2019,Maan,cereals and tubers,Rice (imported),KG,1.18,16/02/1441
10/15/2019,Maan,cereals and tubers,Wheat flour,1.5 KG,0.85,16/02/1441
10/15/2019,Maan,"meat, fish and eggs",Eggs,2 KG,2.24,16/02/1441
10/15/2019,Maan,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.95,16/02/1441
10/15/2019,Maan,"meat, fish and eggs",Meat (beef),KG,8.01,16/02/1441
10/15/2019,Maan,"meat, fish and eggs",Meat (chicken),KG,2.37,16/02/1441
10/15/2019,Maan,"meat, fish and eggs","Meat (chicken, whole)",KG,1.11,16/02/1441
10/15/2019,Maan,"meat, fish and eggs",Meat (lamb),KG,9.31,16/02/1441
10/15/2019,Maan,milk and dairy,Cheese (picon),160 G,0.73,16/02/1441
10/15/2019,Maan,milk and dairy,"Cheese (white, boiled)",KG,5.07,16/02/1441
10/15/2019,Maan,milk and dairy,Milk (pasteurized),L,1.13,16/02/1441
10/15/2019,Maan,milk and dairy,Milk (powder),0.8 KG,3.36,16/02/1441
10/15/2019,Maan,miscellaneous food,Salt (iodised),750 G,0.3,16/02/1441
10/15/2019,Maan,miscellaneous food,Sugar,KG,0.7,16/02/1441
10/15/2019,Maan,non-food,Fuel (gas),12.5 KG,7,16/02/1441
10/15/2019,Maan,non-food,Fuel (kerosene),L,0.6,16/02/1441
10/15/2019,Maan,non-food,Fuel (petrol-gasoline),L,0.77,16/02/1441
10/15/2019,Maan,oil and fats,Oil (olive),L,6.17,16/02/1441
10/15/2019,Maan,oil and fats,Oil (vegetable),1.8 L,1.74,16/02/1441
10/15/2019,Maan,pulses and nuts,"Beans (fava, dry)",KG,1.2,16/02/1441
10/15/2019,Maan,pulses and nuts,Chickpeas,KG,2.31,16/02/1441
10/15/2019,Maan,vegetables and fruits,Apples (red),KG,1.07,16/02/1441
10/15/2019,Maan,vegetables and fruits,Bananas,KG,0.95,16/02/1441
10/15/2019,Maan,vegetables and fruits,Cucumbers,KG,0.53,16/02/1441
10/15/2019,Maan,vegetables and fruits,Garlic,KG,3.07,16/02/1441
10/15/2019,Maan,vegetables and fruits,Onions,KG,0.54,16/02/1441
10/15/2019,Maan,vegetables and fruits,Oranges (big size),KG,0.98,16/02/1441
10/15/2019,Maan,vegetables and fruits,Spinach,KG,0.69,16/02/1441
10/15/2019,Maan,vegetables and fruits,Tomatoes,KG,0.26,16/02/1441
10/15/2019,Madaba,cereals and tubers,Bread (pita),KG,0.32,16/02/1441
10/15/2019,Madaba,cereals and tubers,Bulgur,KG,0.95,16/02/1441
10/15/2019,Madaba,cereals and tubers,Pasta,300 G,0.36,16/02/1441
10/15/2019,Madaba,cereals and tubers,Potatoes,KG,0.78,16/02/1441
10/15/2019,Madaba,cereals and tubers,Rice (imported),KG,1.28,16/02/1441
10/15/2019,Madaba,cereals and tubers,Wheat flour,1.5 KG,0.88,16/02/1441
10/15/2019,Madaba,"meat, fish and eggs",Eggs,2 KG,1.94,16/02/1441
10/15/2019,Madaba,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.95,16/02/1441
10/15/2019,Madaba,"meat, fish and eggs",Meat (beef),KG,8.81,16/02/1441
10/15/2019,Madaba,"meat, fish and eggs",Meat (chicken),KG,1.77,16/02/1441
10/15/2019,Madaba,"meat, fish and eggs","Meat (chicken, whole)",KG,1.11,16/02/1441
10/15/2019,Madaba,"meat, fish and eggs",Meat (lamb),KG,8.75,16/02/1441
10/15/2019,Madaba,milk and dairy,Cheese (picon),160 G,0.79,16/02/1441
10/15/2019,Madaba,milk and dairy,"Cheese (white, boiled)",KG,5.75,16/02/1441
10/15/2019,Madaba,milk and dairy,Milk (pasteurized),L,1.02,16/02/1441
10/15/2019,Madaba,milk and dairy,Milk (powder),0.8 KG,3.3,16/02/1441
10/15/2019,Madaba,miscellaneous food,Salt (iodised),750 G,0.24,16/02/1441
10/15/2019,Madaba,miscellaneous food,Sugar,KG,0.69,16/02/1441
10/15/2019,Madaba,non-food,Fuel (gas),12.5 KG,7,16/02/1441
10/15/2019,Madaba,non-food,Fuel (kerosene),L,0.6,16/02/1441
10/15/2019,Madaba,non-food,Fuel (petrol-gasoline),L,0.77,16/02/1441
10/15/2019,Madaba,oil and fats,Oil (olive),L,7,16/02/1441
10/15/2019,Madaba,oil and fats,Oil (vegetable),1.8 L,1.87,16/02/1441
10/15/2019,Madaba,pulses and nuts,"Beans (fava, dry)",KG,1.23,16/02/1441
10/15/2019,Madaba,pulses and nuts,Chickpeas,KG,1.83,16/02/1441
10/15/2019,Madaba,pulses and nuts,Lentils,KG,0.95,16/02/1441
10/15/2019,Madaba,vegetables and fruits,Apples (red),KG,1.25,16/02/1441
10/15/2019,Madaba,vegetables and fruits,Bananas,KG,0.85,16/02/1441
10/15/2019,Madaba,vegetables and fruits,Cucumbers,KG,0.6,16/02/1441
10/15/2019,Madaba,vegetables and fruits,Garlic,KG,3,16/02/1441
10/15/2019,Madaba,vegetables and fruits,Onions,KG,0.66,16/02/1441
10/15/2019,Madaba,vegetables and fruits,Oranges (big size),KG,1.25,16/02/1441
10/15/2019,Madaba,vegetables and fruits,Spinach,KG,0.65,16/02/1441
10/15/2019,Madaba,vegetables and fruits,Tomatoes,KG,0.42,16/02/1441
10/15/2019,Zarqa,cereals and tubers,Bread (pita),KG,0.32,16/02/1441
10/15/2019,Zarqa,cereals and tubers,Bulgur,KG,0.85,16/02/1441
10/15/2019,Zarqa,cereals and tubers,Pasta,300 G,0.33,16/02/1441
10/15/2019,Zarqa,cereals and tubers,Potatoes,KG,0.8,16/02/1441
10/15/2019,Zarqa,cereals and tubers,Rice (imported),KG,1.18,16/02/1441
10/15/2019,Zarqa,cereals and tubers,Wheat flour,1.5 KG,0.78,16/02/1441
10/15/2019,Zarqa,"meat, fish and eggs",Eggs,2 KG,2.49,16/02/1441
10/15/2019,Zarqa,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.95,16/02/1441
10/15/2019,Zarqa,"meat, fish and eggs",Meat (beef),KG,9,16/02/1441
10/15/2019,Zarqa,"meat, fish and eggs",Meat (chicken),KG,2.31,16/02/1441
10/15/2019,Zarqa,"meat, fish and eggs","Meat (chicken, whole)",KG,1.04,16/02/1441
10/15/2019,Zarqa,"meat, fish and eggs",Meat (lamb),KG,9.5,16/02/1441
10/15/2019,Zarqa,milk and dairy,Cheese (picon),160 G,0.7,16/02/1441
10/15/2019,Zarqa,milk and dairy,"Cheese (white, boiled)",KG,5,16/02/1441
10/15/2019,Zarqa,milk and dairy,Milk (pasteurized),L,1.18,16/02/1441
10/15/2019,Zarqa,milk and dairy,Milk (powder),0.8 KG,3,16/02/1441
10/15/2019,Zarqa,miscellaneous food,Salt (iodised),750 G,0.25,16/02/1441
10/15/2019,Zarqa,miscellaneous food,Sugar,KG,0.54,16/02/1441
10/15/2019,Zarqa,non-food,Fuel (gas),12.5 KG,7,16/02/1441
10/15/2019,Zarqa,non-food,Fuel (kerosene),L,0.6,16/02/1441
10/15/2019,Zarqa,non-food,Fuel (petrol-gasoline),L,0.77,16/02/1441
10/15/2019,Zarqa,oil and fats,Oil (olive),L,7,16/02/1441
10/15/2019,Zarqa,oil and fats,Oil (vegetable),1.8 L,1.66,16/02/1441
10/15/2019,Zarqa,pulses and nuts,"Beans (fava, dry)",KG,1.45,16/02/1441
10/15/2019,Zarqa,pulses and nuts,Chickpeas,KG,1.75,16/02/1441
10/15/2019,Zarqa,pulses and nuts,Lentils,KG,1.15,16/02/1441
10/15/2019,Zarqa,vegetables and fruits,Apples (red),KG,1.4,16/02/1441
10/15/2019,Zarqa,vegetables and fruits,Bananas,KG,0.73,16/02/1441
10/15/2019,Zarqa,vegetables and fruits,Cucumbers,KG,0.59,16/02/1441
10/15/2019,Zarqa,vegetables and fruits,Garlic,KG,3.47,16/02/1441
10/15/2019,Zarqa,vegetables and fruits,Onions,KG,0.68,16/02/1441
10/15/2019,Zarqa,vegetables and fruits,Oranges (big size),KG,1,16/02/1441
10/15/2019,Zarqa,vegetables and fruits,Spinach,KG,0.57,16/02/1441
10/15/2019,Zarqa,vegetables and fruits,Tomatoes,KG,0.33,16/02/1441
11/15/2019,Ajloun,cereals and tubers,Bread (pita),KG,0.32,18/03/1441
11/15/2019,Ajloun,cereals and tubers,Bulgur,KG,0.74,18/03/1441
11/15/2019,Ajloun,cereals and tubers,Pasta,300 G,0.35,18/03/1441
11/15/2019,Ajloun,cereals and tubers,Potatoes,KG,0.75,18/03/1441
11/15/2019,Ajloun,cereals and tubers,Rice (imported),KG,1.32,18/03/1441
11/15/2019,Ajloun,cereals and tubers,Wheat flour,1.5 KG,0.84,18/03/1441
11/15/2019,Ajloun,"meat, fish and eggs",Eggs,2 KG,2.29,18/03/1441
11/15/2019,Ajloun,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.99,18/03/1441
11/15/2019,Ajloun,"meat, fish and eggs",Meat (beef),KG,8.5,18/03/1441
11/15/2019,Ajloun,"meat, fish and eggs",Meat (chicken),KG,1.84,18/03/1441
11/15/2019,Ajloun,"meat, fish and eggs","Meat (chicken, whole)",KG,1.14,18/03/1441
11/15/2019,Ajloun,"meat, fish and eggs",Meat (lamb),KG,10,18/03/1441
11/15/2019,Ajloun,milk and dairy,Cheese (picon),160 G,0.84,18/03/1441
11/15/2019,Ajloun,milk and dairy,"Cheese (white, boiled)",KG,6,18/03/1441
11/15/2019,Ajloun,milk and dairy,Milk (pasteurized),L,1.2,18/03/1441
11/15/2019,Ajloun,milk and dairy,Milk (powder),0.8 KG,3.31,18/03/1441
11/15/2019,Ajloun,miscellaneous food,Salt (iodised),750 G,0.28,18/03/1441
11/15/2019,Ajloun,miscellaneous food,Sugar,KG,0.65,18/03/1441
11/15/2019,Ajloun,non-food,Fuel (gas),12.5 KG,7,18/03/1441
11/15/2019,Ajloun,non-food,Fuel (kerosene),L,0.59,18/03/1441
11/15/2019,Ajloun,non-food,Fuel (petrol-gasoline),L,0.77,18/03/1441
11/15/2019,Ajloun,oil and fats,Oil (olive),L,6.38,18/03/1441
11/15/2019,Ajloun,oil and fats,Oil (vegetable),1.8 L,1.74,18/03/1441
11/15/2019,Ajloun,pulses and nuts,"Beans (fava, dry)",KG,1.37,18/03/1441
11/15/2019,Ajloun,pulses and nuts,Chickpeas,KG,1.32,18/03/1441
11/15/2019,Ajloun,pulses and nuts,Lentils,KG,0.8,18/03/1441
11/15/2019,Ajloun,vegetables and fruits,Apples (red),KG,1.54,18/03/1441
11/15/2019,Ajloun,vegetables and fruits,Bananas,KG,0.93,18/03/1441
11/15/2019,Ajloun,vegetables and fruits,Cucumbers,KG,0.6,18/03/1441
11/15/2019,Ajloun,vegetables and fruits,Garlic,KG,2.75,18/03/1441
11/15/2019,Ajloun,vegetables and fruits,Onions,KG,0.67,18/03/1441
11/15/2019,Ajloun,vegetables and fruits,Spinach,KG,0.54,18/03/1441
11/15/2019,Ajloun,vegetables and fruits,Tomatoes,KG,0.33,18/03/1441
11/15/2019,Al Aqaba,cereals and tubers,Bread (pita),KG,0.32,18/03/1441
11/15/2019,Al Aqaba,cereals and tubers,Bulgur,KG,0.96,18/03/1441
11/15/2019,Al Aqaba,cereals and tubers,Pasta,300 G,0.35,18/03/1441
11/15/2019,Al Aqaba,cereals and tubers,Potatoes,KG,0.73,18/03/1441
11/15/2019,Al Aqaba,cereals and tubers,Rice (imported),KG,1.37,18/03/1441
11/15/2019,Al Aqaba,cereals and tubers,Wheat flour,1.5 KG,0.91,18/03/1441
11/15/2019,Al Aqaba,"meat, fish and eggs",Eggs,2 KG,2.22,18/03/1441
11/15/2019,Al Aqaba,"meat, fish and eggs",Meat (beef),KG,8.18,18/03/1441
11/15/2019,Al Aqaba,"meat, fish and eggs",Meat (chicken),KG,2.42,18/03/1441
11/15/2019,Al Aqaba,"meat, fish and eggs","Meat (chicken, whole)",KG,1.22,18/03/1441
11/15/2019,Al Aqaba,"meat, fish and eggs",Meat (lamb),KG,10.12,18/03/1441
11/15/2019,Al Aqaba,milk and dairy,Cheese (picon),160 G,0.77,18/03/1441
11/15/2019,Al Aqaba,milk and dairy,"Cheese (white, boiled)",KG,5.64,18/03/1441
11/15/2019,Al Aqaba,milk and dairy,Milk (pasteurized),L,1.15,18/03/1441
11/15/2019,Al Aqaba,milk and dairy,Milk (powder),0.8 KG,3.55,18/03/1441
11/15/2019,Al Aqaba,miscellaneous food,Salt (iodised),750 G,0.28,18/03/1441
11/15/2019,Al Aqaba,miscellaneous food,Sugar,KG,0.67,18/03/1441
11/15/2019,Al Aqaba,non-food,Fuel (gas),12.5 KG,7,18/03/1441
11/15/2019,Al Aqaba,non-food,Fuel (kerosene),L,0.59,18/03/1441
11/15/2019,Al Aqaba,non-food,Fuel (petrol-gasoline),L,0.77,18/03/1441
11/15/2019,Al Aqaba,oil and fats,Oil (olive),L,7.74,18/03/1441
11/15/2019,Al Aqaba,oil and fats,Oil (vegetable),1.8 L,1.92,18/03/1441
11/15/2019,Al Aqaba,pulses and nuts,"Beans (fava, dry)",KG,1.55,18/03/1441
11/15/2019,Al Aqaba,pulses and nuts,Chickpeas,KG,1.86,18/03/1441
11/15/2019,Al Aqaba,pulses and nuts,Lentils,KG,1.1,18/03/1441
11/15/2019,Al Aqaba,vegetables and fruits,Apples (red),KG,1.5,18/03/1441
11/15/2019,Al Aqaba,vegetables and fruits,Cucumbers,KG,0.65,18/03/1441
11/15/2019,Al Aqaba,vegetables and fruits,Garlic,KG,2.55,18/03/1441
11/15/2019,Al Aqaba,vegetables and fruits,Onions,KG,0.66,18/03/1441
11/15/2019,Al Aqaba,vegetables and fruits,Spinach,KG,0.51,18/03/1441
11/15/2019,Al Aqaba,vegetables and fruits,Tomatoes,KG,0.28,18/03/1441
11/15/2019,Al Balqa,cereals and tubers,Bread (pita),KG,0.32,18/03/1441
11/15/2019,Al Balqa,cereals and tubers,Bulgur,KG,1,18/03/1441
11/15/2019,Al Balqa,cereals and tubers,Pasta,300 G,0.36,18/03/1441
11/15/2019,Al Balqa,cereals and tubers,Potatoes,KG,0.85,18/03/1441
11/15/2019,Al Balqa,cereals and tubers,Rice (imported),KG,1.35,18/03/1441
11/15/2019,Al Balqa,cereals and tubers,Wheat flour,1.5 KG,0.91,18/03/1441
11/15/2019,Al Balqa,"meat, fish and eggs",Eggs,2 KG,2.25,18/03/1441
11/15/2019,Al Balqa,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.99,18/03/1441
11/15/2019,Al Balqa,"meat, fish and eggs",Meat (beef),KG,7.5,18/03/1441
11/15/2019,Al Balqa,"meat, fish and eggs",Meat (chicken),KG,2.25,18/03/1441
11/15/2019,Al Balqa,"meat, fish and eggs","Meat (chicken, whole)",KG,1.17,18/03/1441
11/15/2019,Al Balqa,"meat, fish and eggs",Meat (lamb),KG,8.5,18/03/1441
11/15/2019,Al Balqa,milk and dairy,Cheese (picon),160 G,0.82,18/03/1441
11/15/2019,Al Balqa,milk and dairy,"Cheese (white, boiled)",KG,5.66,18/03/1441
11/15/2019,Al Balqa,milk and dairy,Milk (pasteurized),L,1.14,18/03/1441
11/15/2019,Al Balqa,milk and dairy,Milk (powder),0.8 KG,3.67,18/03/1441
11/15/2019,Al Balqa,miscellaneous food,Salt (iodised),750 G,0.25,18/03/1441
11/15/2019,Al Balqa,miscellaneous food,Sugar,KG,0.84,18/03/1441
11/15/2019,Al Balqa,non-food,Fuel (gas),12.5 KG,7,18/03/1441
11/15/2019,Al Balqa,non-food,Fuel (kerosene),L,0.59,18/03/1441
11/15/2019,Al Balqa,non-food,Fuel (petrol-gasoline),L,0.77,18/03/1441
11/15/2019,Al Balqa,oil and fats,Oil (olive),L,6.4,18/03/1441
11/15/2019,Al Balqa,oil and fats,Oil (vegetable),1.8 L,1.86,18/03/1441
11/15/2019,Al Balqa,pulses and nuts,"Beans (fava, dry)",KG,1.63,18/03/1441
11/15/2019,Al Balqa,pulses and nuts,Chickpeas,KG,2.5,18/03/1441
11/15/2019,Al Balqa,pulses and nuts,Lentils,KG,1.05,18/03/1441
11/15/2019,Al Balqa,vegetables and fruits,Apples (red),KG,1.5,18/03/1441
11/15/2019,Al Balqa,vegetables and fruits,Bananas,KG,0.75,18/03/1441
11/15/2019,Al Balqa,vegetables and fruits,Cucumbers,KG,0.65,18/03/1441
11/15/2019,Al Balqa,vegetables and fruits,Garlic,KG,2.5,18/03/1441
11/15/2019,Al Balqa,vegetables and fruits,Onions,KG,0.73,18/03/1441
11/15/2019,Al Balqa,vegetables and fruits,Spinach,KG,0.5,18/03/1441
11/15/2019,Al Balqa,vegetables and fruits,Tomatoes,KG,0.4,18/03/1441
11/15/2019,Al Karak,cereals and tubers,Bread (pita),KG,0.32,18/03/1441
11/15/2019,Al Karak,cereals and tubers,Bulgur,KG,1.01,18/03/1441
11/15/2019,Al Karak,cereals and tubers,Pasta,300 G,0.45,18/03/1441
11/15/2019,Al Karak,cereals and tubers,Potatoes,KG,0.83,18/03/1441
11/15/2019,Al Karak,cereals and tubers,Rice (imported),KG,1.25,18/03/1441
11/15/2019,Al Karak,cereals and tubers,Wheat flour,1.5 KG,1,18/03/1441
11/15/2019,Al Karak,"meat, fish and eggs",Eggs,2 KG,2.28,18/03/1441
11/15/2019,Al Karak,"meat, fish and eggs","Fish (tuna, canned)",170 G,1,18/03/1441
11/15/2019,Al Karak,"meat, fish and eggs",Meat (beef),KG,7,18/03/1441
11/15/2019,Al Karak,"meat, fish and eggs",Meat (chicken),KG,2.3,18/03/1441
11/15/2019,Al Karak,"meat, fish and eggs","Meat (chicken, whole)",KG,1.19,18/03/1441
11/15/2019,Al Karak,"meat, fish and eggs",Meat (lamb),KG,8.5,18/03/1441
11/15/2019,Al Karak,milk and dairy,Cheese (picon),160 G,0.78,18/03/1441
11/15/2019,Al Karak,milk and dairy,"Cheese (white, boiled)",KG,5.1,18/03/1441
11/15/2019,Al Karak,milk and dairy,Milk (pasteurized),L,1.2,18/03/1441
11/15/2019,Al Karak,milk and dairy,Milk (powder),0.8 KG,3.5,18/03/1441
11/15/2019,Al Karak,miscellaneous food,Salt (iodised),750 G,0.3,18/03/1441
11/15/2019,Al Karak,miscellaneous food,Sugar,KG,0.73,18/03/1441
11/15/2019,Al Karak,non-food,Fuel (gas),12.5 KG,7,18/03/1441
11/15/2019,Al Karak,non-food,Fuel (kerosene),L,0.59,18/03/1441
